Class,Message,clean_message,augmented_message
0,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,done it but internet connection v slow and cant send it will try again later or first thing tomo,make information_technology merely internet connection volt decelerate and buzzword send information_technology volition attempt again later Oregon first thing tomo
0,Mathews or tait or edwards or anderson,mathews or tait or edwards or anderson,mathews Oregon tait Oregon Edwards Oregon Anderson
0,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for by the way who is this dont know number joke,yea certain thing mate haunt get all my material screen merely im departure sound anyhow promote hex for by the manner World_Health_Organization be this dont know number joke
0,No need lar i go engin? Cos my sis at arts today...,no need lar i go engin cos my sis at arts today,no need lar iodine go engin cosine my sister astatine humanistic_discipline today
0,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,thanks honey but still havent heard anything i will leave it a bit longer so not 2 crowd him and will try later  great advice thanks hope cardiff is still there,thanks honey merely still havent hear anything iodine volition leave information_technology angstrom spot longer sol not two crowd him and volition attempt later great advice thanks hope Cardiff be still there
1,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,do you want a new nokia 3510i colour phone delivered tomorrow with 200 free minutes to any mobile  100 free text  free camcorder reply or call 8000930705,bash you privation angstrom new nokia 3510i coloring_material telephone deliver tomorrow with two_hundred free minutes to any Mobile hundred free text free camcorder answer Oregon call 8000930705
0,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,", im  on the snowboarding trip i was wondering if your planning to get everyone together befor we goa meet and greet kind of affair cheers,im on the snowboarding trip iodine Washington wonder if your planning to get everyone together befor we Goa meet and greet kind of matter cheer
0,S.i'm watching it in live..,sim watching it in live,sim observation information_technology inch populate
0,"see you then, we're all christmassy here!",see you then were all christmassy here,see you then be all christmassy here
0,"K I'm ready,  &lt;#&gt; ?",k im ready  ltgt ,kelvin im ready ltgt
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love,bash you know why God make gap between your finger sol that one World_Health_Organization be make for you semen ampere fill those gap by retention your hand with love
0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,the greatest test of courage on earth is to bear defeat without losing heartgn tc,the greatest trial of courage on Earth be to bear defeat without lose heartgn technetium
0,what are your new years plans?,what are your new years plans,what are your new old_age plan
1,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,recpt 13 you have ordered a ringtone your order is being processed,recpt thirteen you rich_person order angstrom ringtone your order be being process
0,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,baaaaaaaabe wake up  i miss you  i crave you i need you,baaaaaaaabe aftermath up iodine girl you iodine crave you iodine need you
0,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",only just got this message not ignoring you yes i was shopping that is,lone just get this message not ignore you yes iodine Washington shopping that be
0,Dear :-/ why you mood off. I cant drive so i brother to drive,dear  why you mood off i cant drive so i brother to drive,beloved why you temper murder iodine buzzword drive sol iodine brother to drive
0,When did dad get back.,when did dad get back,when make dad get back
0,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",can you tell shola to please go to college of medicine and visit the academic department tell the academic secretary what the current situation is and ask if she can transfer there she should ask someone to check sagamu for the same thing and lautech its vital she completes her medical education in nigeria its less expensive much less expensive unless she will be getting citizen rates in new zealand,can you Tell shola to please go to college of medicine and visit the academician department Tell the academician secretary what the current situation be and ask if she can transportation there she should ask person to check sagamu for the Lapp thing and lautech information_technology critical she complete her checkup education inch Nigeria information_technology less expensive much less expensive unless she volition beryllium acquiring citizen rates inch new Zealand
0,Yes just finished watching days of our lives. I love it.,yes just finished watching days of our lives i love it,yes just complete observation days of our life iodine love information_technology
0,Juz go google n search 4 qet...,juz go google n search 4 qet,juz go Google nitrogen search four qet
0,Many times we lose our best ones bcoz we are,many times we lose our best ones bcoz we are,many times we lose our best one bcoz we are
0,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",good friends care for each other close friends understand each other and true friends stay forever beyond words beyond time gud ni8,good friend care for each other stopping_point friend understand each other and true friend stay everlastingly beyond words beyond time gud ni8
0,Just getting back home,just getting back home,just acquiring back home
0,"Sorry, I'll call later  &lt;#&gt; mins",sorry ill call later  ltgt mins,regretful ailment call later ltgt minute
0,Dun need to use dial up juz open da browser n surf...,dun need to use dial up juz open da browser n surf,dun need to use dial up juz open district_attorney browser nitrogen surf
1,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,as one of our registered subscribers u can enter the draw 4 a 100 gb gift voucher by replying with enter to unsubscribe text stop,arsenic one of our register subscriber uracil can enter the draw four angstrom hundred sarin gift voucher by answer with enter to unsubscribe text stop
0,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",awesome plan to get here any time after like  ltgt  ill text you details in a wee bit,amazing plan to get here any time after like ltgt ailment text you details inch angstrom wee spot
